,layer,filter,class_list,value
99,19,99,whole,0.00787954177177606
16,19,16,whole,0.0042219670896923925
51,19,51,whole,0.0035227912153493217
73,19,73,whole,0.003361490635077618
188,19,188,whole,0.002919626333968972
86,19,86,whole,0.002738643269694703
134,19,134,whole,0.002690186119584684
202,19,202,whole,0.0024839588925956698
38,19,38,whole,0.002459846060375627
175,19,175,whole,0.002289084759591827
1,19,1,whole,0.002283030914405379
30,19,30,whole,0.0022759244975712064
131,19,131,whole,0.0022547100310876156
83,19,83,whole,0.0022427607157113937
196,19,196,whole,0.0020010495390081645
126,19,126,whole,0.001992299831562139
234,19,234,whole,0.001989711441532878
129,19,129,whole,0.0019807239539279286
31,19,31,whole,0.0018972446435715981
20,19,20,whole,0.0018881292680006524
193,19,193,whole,0.0018392496802153342
167,19,167,whole,0.0017979532933897458
122,19,122,whole,0.0017282879499836284
40,19,40,whole,0.0016494925545364283
19,19,19,whole,0.0015584995680041583
47,19,47,whole,0.0015418885981176914
94,19,94,whole,0.0015076797969092958
137,19,137,whole,0.0014877845301573584
228,19,228,whole,0.0014717933101156878
186,19,186,whole,0.001457633286055505
55,19,55,whole,0.0014032873545455845
151,19,151,whole,0.0013671363177035372
90,19,90,whole,0.0013395971767554019
117,19,117,whole,0.0013304794428812595
124,19,124,whole,0.0012995653932321202
23,19,23,whole,0.0012985732856390189
36,19,36,whole,0.0012932195263346915
84,19,84,whole,0.0012857118406062336
169,19,169,whole,0.0012645322104147057
223,19,223,whole,0.0012498909280223912
28,19,28,whole,0.0012350588737403644
140,19,140,whole,0.0011993864240614307
185,19,185,whole,0.0011249644400838266
43,19,43,whole,0.0010722759432430715
239,19,239,whole,0.0010674609281962192
176,19,176,whole,0.0009958229407219681
179,19,179,whole,0.000991882062039521
229,19,229,whole,0.0009773417797660346
60,19,60,whole,0.0009198444415251337
145,19,145,whole,0.0009111319917947122
85,19,85,whole,0.0009054914213607476
58,19,58,whole,0.0008828576260397483
130,19,130,whole,0.0008327398381776485
209,19,209,whole,0.0008245436997193909
128,19,128,whole,0.0008073128388626227
121,19,121,whole,0.0008044166768221186
203,19,203,whole,0.0007773368951023244
6,19,6,whole,0.0007254492725529478
41,19,41,whole,0.0007079622877727532
158,19,158,whole,0.0007047000813055481
88,19,88,whole,0.0006999395979618917
187,19,187,whole,0.0006831150614004589
2,19,2,whole,0.0006528257806397578
144,19,144,whole,0.0006394049982763252
115,19,115,whole,0.0006156416092259094
80,19,80,whole,0.0005932041181149069
159,19,159,whole,0.0005888133415785924
252,19,252,whole,0.0005759905805405405
254,19,254,whole,0.0005548276809886966
138,19,138,whole,0.0005456980224785079
183,19,183,whole,0.0005405515919497873
12,19,12,whole,0.0005346225181570936
96,19,96,whole,0.0005285456664015914
249,19,249,whole,0.0005268727569074354
226,19,226,whole,0.0005265229653807551
197,19,197,whole,0.000520149338283725
113,19,113,whole,0.0005155347873027136
155,19,155,whole,0.0005034547601951686
204,19,204,whole,0.0004994018705306372
195,19,195,whole,0.0004971930610635073
221,19,221,whole,0.0004842264978967307
68,19,68,whole,0.00048240266829254993
79,19,79,whole,0.00047733268423889397
4,19,4,whole,0.0004678823320058557
198,19,198,whole,0.0004157707371240891
116,19,116,whole,0.0004129351022411533
