,layer,filter,class_list,value
79,29,79,whole,0.006498373096021257
425,29,425,whole,0.006200614888703793
190,29,190,whole,0.005895092305953293
5,29,5,whole,0.005546764815315268
267,29,267,whole,0.005404046819784609
61,29,61,whole,0.004614201443592131
207,29,207,whole,0.004504255553741686
403,29,403,whole,0.004280571203819144
400,29,400,whole,0.004148624496215299
414,29,414,whole,0.003996616269663737
318,29,318,whole,0.003946394408803804
297,29,297,whole,0.003831155393940583
462,29,462,whole,0.0036777488483546034
136,29,136,whole,0.003354811923886884
306,29,306,whole,0.0033117356453955297
75,29,75,whole,0.003099577341824947
390,29,390,whole,0.003099111071253898
402,29,402,whole,0.0029612518802930978
473,29,473,whole,0.0029429168881796807
196,29,196,whole,0.002883331876510992
244,29,244,whole,0.002789743005901995
298,29,298,whole,0.0027458843794977337
411,29,411,whole,0.002710605320370491
48,29,48,whole,0.0026749470753185405
503,29,503,whole,0.002647766798346118
309,29,309,whole,0.002638495839613608
192,29,192,whole,0.0025771253958521366
273,29,273,whole,0.0025585269590386065
56,29,56,whole,0.0025359205225894614
140,29,140,whole,0.0025346256491015615
175,29,175,whole,0.0025195088543123324
450,29,450,whole,0.002495636624412125
398,29,398,whole,0.002446855324203829
115,29,115,whole,0.0024253294227767263
280,29,280,whole,0.0024168132368508383
407,29,407,whole,0.002375968714621455
65,29,65,whole,0.00235517236201709
158,29,158,whole,0.002278470034613134
489,29,489,whole,0.002248576262264133
22,29,22,whole,0.0022380779216686574
24,29,24,whole,0.0022302738162062272
110,29,110,whole,0.0022188312974190045
354,29,354,whole,0.002167017263217385
36,29,36,whole,0.002141213723438424
38,29,38,whole,0.0021400760911109533
187,29,187,whole,0.002055682394467655
259,29,259,whole,0.0020526653060929066
152,29,152,whole,0.0020213563578839857
351,29,351,whole,0.002020751416240689
470,29,470,whole,0.002008468096152068
209,29,209,whole,0.0019961375524055174
119,29,119,whole,0.0019661842773498785
399,29,399,whole,0.0019642377398051453
112,29,112,whole,0.0019637360317797657
385,29,385,whole,0.0019575194908936105
201,29,201,whole,0.0019507431648288713
107,29,107,whole,0.0019236614828378503
341,29,341,whole,0.0019062447634443237
422,29,422,whole,0.0018778974994201453
365,29,365,whole,0.001875818491945728
350,29,350,whole,0.0018754608721095977
151,29,151,whole,0.0018580311395498146
492,29,492,whole,0.0018369150581127272
255,29,255,whole,0.0018258273540686942
304,29,304,whole,0.0018238589710268653
364,29,364,whole,0.0018193468001735887
113,29,113,whole,0.0017751778174824651
311,29,311,whole,0.001767476278540665
428,29,428,whole,0.001743390756505398
499,29,499,whole,0.0017237195072860715
220,29,220,whole,0.0017155602278323113
205,29,205,whole,0.001684374540327996
327,29,327,whole,0.0016820340107101366
90,29,90,whole,0.0016701698358236358
409,29,409,whole,0.001664170401913309
121,29,121,whole,0.0016622120501148248
307,29,307,whole,0.0016436250340611548
93,29,93,whole,0.0016366590779512374
493,29,493,whole,0.0016337558332871825
155,29,155,whole,0.001627239710719435
356,29,356,whole,0.0016080554381609409
344,29,344,whole,0.001605941981723662
30,29,30,whole,0.0015980445192040776
389,29,389,whole,0.0015978392748369073
300,29,300,whole,0.001588327732725684
165,29,165,whole,0.001513442052798062
3,29,3,whole,0.0014635920687315282
108,29,108,whole,0.0014620993715416177
242,29,242,whole,0.001458615423157198
229,29,229,whole,0.0014553022652926955
332,29,332,whole,0.0014214948507527618
406,29,406,whole,0.001416622246582289
432,29,432,whole,0.0014053559528403275
103,29,103,whole,0.0013779656584452216
511,29,511,whole,0.00137572698951743
214,29,214,whole,0.0013425921657200651
98,29,98,whole,0.001321064777742541
83,29,83,whole,0.0013134925869903763
475,29,475,whole,0.0013023122094179807
87,29,87,whole,0.0012974005702537134
62,29,62,whole,0.0012947189594156212
500,29,500,whole,0.0012531499405193736
156,29,156,whole,0.0012520792885239902
183,29,183,whole,0.0012485121288297375
308,29,308,whole,0.0012291585320457906
268,29,268,whole,0.0012177270564101318
144,29,144,whole,0.0011426203921673331
291,29,291,whole,0.0011387402351463122
11,29,11,whole,0.0011382002024420215
203,29,203,whole,0.0011266182258383307
166,29,166,whole,0.001104314385648322
313,29,313,whole,0.001096318834310534
19,29,19,whole,0.00107983745408676
77,29,77,whole,0.0010669878558954191
281,29,281,whole,0.0010596810988958327
154,29,154,whole,0.0010595370527142242
109,29,109,whole,0.001058894868985702
415,29,415,whole,0.0010578079513870395
2,29,2,whole,0.0010509275911658345
467,29,467,whole,0.0010267833519436572
82,29,82,whole,0.0010267156653875973
67,29,67,whole,0.0010233769043749767
494,29,494,whole,0.001015597176778717
446,29,446,whole,0.0010047870375303799
248,29,248,whole,0.0009998314211718553
346,29,346,whole,0.0009968113380005596
200,29,200,whole,0.000987730516573059
129,29,129,whole,0.0009732328217017571
510,29,510,whole,0.0009614099499445434
320,29,320,whole,0.0009526346303160817
427,29,427,whole,0.000938108741171463
412,29,412,whole,0.0009359519400946988
28,29,28,whole,0.0009334902859281933
111,29,111,whole,0.0009123466702649179
204,29,204,whole,0.0009062413581241569
120,29,120,whole,0.0009013085029082971
305,29,305,whole,0.0008997156640476805
357,29,357,whole,0.0008823367250774386
195,29,195,whole,0.0008789781268564681
250,29,250,whole,0.0008765748504478126
253,29,253,whole,0.0008733889511688013
41,29,41,whole,0.000854957766340916
53,29,53,whole,0.0008488413604683366
375,29,375,whole,0.0008475779974700722
274,29,274,whole,0.0008456462886924389
257,29,257,whole,0.0008402844034520809
188,29,188,whole,0.0008331407893553668
367,29,367,whole,0.0008282412369620929
64,29,64,whole,0.0008092126413776459
453,29,453,whole,0.0008066317790934099
178,29,178,whole,0.0007956808406189838
31,29,31,whole,0.0007905539138048374
