,layer,filter,class_list,value
79,29,79,0,0.0005515010451486946
425,29,425,0,0.00041224305301266193
190,29,190,0,0.00033519509125883306
267,29,267,0,0.0002702840149673702
61,29,61,0,0.0002596247963498555
403,29,403,0,0.0002576710645478819
322,29,322,0,0.00025006584100737415
75,29,75,0,0.000248360586726426
48,29,48,0,0.00023482716265081914
397,29,397,0,0.00022804017814050947
112,29,112,0,0.00021926947662992413
363,29,363,0,0.0002063369650772473
400,29,400,0,0.00020625092304320524
309,29,309,0,0.00020332950044406052
473,29,473,0,0.00019878070834227212
310,29,310,0,0.00018881423553420706
196,29,196,0,0.00018668291285381944
306,29,306,0,0.0001830049981712878
263,29,263,0,0.00017598648361218938
36,29,36,0,0.0001726020914564752
280,29,280,0,0.0001613398361825169
318,29,318,0,0.0001582722757786592
407,29,407,0,0.00015546069687718544
399,29,399,0,0.00015389704271965288
104,29,104,0,0.00015138748754239817
398,29,398,0,0.00014902293556537938
493,29,493,0,0.0001461246563430607
90,29,90,0,0.00014519982295874145
341,29,341,0,0.00014220306131252914
24,29,24,0,0.00014127886750625596
136,29,136,0,0.00013827085722243338
432,29,432,0,0.00013645732083508166
299,29,299,0,0.0001327492610425307
365,29,365,0,0.00013132809897639097
462,29,462,0,0.0001289034464184824
6,29,6,0,0.00012810724826429755
450,29,450,0,0.0001252915678150557
174,29,174,0,0.00012363244537980656
255,29,255,0,0.00011952623429350995
489,29,489,0,0.00011874478413973489
364,29,364,0,0.0001173025164211805
38,29,38,0,0.00011687738425656403
93,29,93,0,0.00011634613057672771
305,29,305,0,0.00011630446445380916
402,29,402,0,0.00011467059345749986
113,29,113,0,0.00010718899983604979
389,29,389,0,0.00010696846401323513
345,29,345,0,0.00010624749856649184
510,29,510,0,0.00010299924152255003
180,29,180,0,0.00010255524500992763
377,29,377,0,9.914990423751658e-05
107,29,107,0,9.63516666236175e-05
273,29,273,0,9.593403911060117e-05
250,29,250,0,9.520790238810583e-05
390,29,390,0,9.369003495972583e-05
220,29,220,0,9.065732005812955e-05
5,29,5,0,9.034627409161277e-05
50,29,50,0,8.912729249371809e-05
169,29,169,0,8.71209786600713e-05
209,29,209,0,8.689176946822253e-05
443,29,443,0,8.65694204726819e-05
242,29,242,0,8.393813005632688e-05
385,29,385,0,8.310022953288421e-05
368,29,368,0,8.084800282514016e-05
480,29,480,0,8.034897036254262e-05
207,29,207,0,7.542373623787846e-05
437,29,437,0,7.26112535976986e-05
301,29,301,0,7.20887315742158e-05
110,29,110,0,6.980776426653845e-05
259,29,259,0,6.969934725737925e-05
224,29,224,0,6.796515745552956e-05
298,29,298,0,6.732552764127098e-05
229,29,229,0,6.730791946000237e-05
76,29,76,0,6.6964720077467e-05
192,29,192,0,6.632449435634014e-05
509,29,509,0,6.540192748287766e-05
115,29,115,0,6.42680914685001e-05
121,29,121,0,6.14839799577771e-05
210,29,210,0,6.141056436679282e-05
144,29,144,0,6.107574603299026e-05
453,29,453,0,5.761437862743524e-05
350,29,350,0,5.735011733943862e-05
154,29,154,0,5.698520924670714e-05
201,29,201,0,5.594620824316277e-05
44,29,44,0,5.5844811993055465e-05
476,29,476,0,5.44549295743213e-05
78,29,78,0,5.406464337188721e-05
155,29,155,0,5.332141971244875e-05
51,29,51,0,5.188452439395252e-05
183,29,183,0,5.139611916047393e-05
156,29,156,0,5.074814104496506e-05
375,29,375,0,4.970209219626875e-05
143,29,143,0,4.9479673507835106e-05
175,29,175,0,4.840714225603504e-05
492,29,492,0,4.6831543231340424e-05
171,29,171,0,4.4304631447389387e-05
307,29,307,0,4.3880952703012624e-05
296,29,296,0,4.373861919241273e-05
219,29,219,0,4.234548949879624e-05
119,29,119,0,4.114639198798953e-05
357,29,357,0,4.103117695520852e-05
31,29,31,0,4.1013258400213196e-05
214,29,214,0,4.0779370401533566e-05
414,29,414,0,4.0035956370088055e-05
511,29,511,0,3.91129770849985e-05
507,29,507,0,3.8826658451063256e-05
431,29,431,0,3.767868294071164e-05
435,29,435,0,3.604397783940616e-05
498,29,498,0,3.5634396121964065e-05
160,29,160,0,3.5509725092564e-05
198,29,198,0,3.526543013276928e-05
96,29,96,0,3.4304871839785366e-05
158,29,158,0,3.256179408542836e-05
