,layer,filter,class_list,value
407,23,407,whole,0.0007282761724366982
94,23,94,whole,0.0007138619914217625
172,23,172,whole,0.0007022795564253861
374,23,374,whole,0.0007010951845851366
428,23,428,whole,0.0006937947329733243
69,23,69,whole,0.0006901628747979733
455,23,455,whole,0.0006891565034590822
73,23,73,whole,0.0006784654678174693
248,23,248,whole,0.000657419927056463
147,23,147,whole,0.0006530398764436907
390,23,390,whole,0.0006495330721460044
382,23,382,whole,0.0006488138370352098
177,23,177,whole,0.0006399052588009132
314,23,314,whole,0.0006389464527309929
8,23,8,whole,0.0006371102798767842
275,23,275,whole,0.0006356240702335668
170,23,170,whole,0.0006345531719031494
216,23,216,whole,0.0006337112019801641
335,23,335,whole,0.000629793980162307
13,23,13,whole,0.0006280197203925597
50,23,50,whole,0.000623909956391504
25,23,25,whole,0.0006233805512064773
389,23,389,whole,0.0006202289725918415
271,23,271,whole,0.0006192855944107318
182,23,182,whole,0.0006112052515925666
343,23,343,whole,0.0006107522098018409
145,23,145,whole,0.0006069053964227744
214,23,214,whole,0.0005967757487215044
425,23,425,whole,0.0005943065390396399
321,23,321,whole,0.0005811621660852488
301,23,301,whole,0.0005770598808649265
100,23,100,whole,0.0005744555888992249
244,23,244,whole,0.0005662820924252121
348,23,348,whole,0.0005652625208215675
493,23,493,whole,0.0005613095100680286
506,23,506,whole,0.0005607083390656795
283,23,283,whole,0.0005590381436864063
46,23,46,whole,0.0005578780216936003
80,23,80,whole,0.0005523055445947955
221,23,221,whole,0.0005462905017102165
349,23,349,whole,0.0005362879380178302
15,23,15,whole,0.0005320629180499595
134,23,134,whole,0.0005274151581116282
446,23,446,whole,0.0005175889405459658
281,23,281,whole,0.0005013223108005071
405,23,405,whole,0.0004976079886306299
486,23,486,whole,0.0004948042231996671
429,23,429,whole,0.0004922860311740624
278,23,278,whole,0.0004916827045715634
467,23,467,whole,0.00048804818884852914
169,23,169,whole,0.0004865974661437929
478,23,478,whole,0.0004863881645166773
28,23,28,whole,0.00047171738354721577
393,23,393,whole,0.00046496232844481667
4,23,4,whole,0.00045896157819063694
481,23,481,whole,0.0004579554268962947
380,23,380,whole,0.0004568488844592749
381,23,381,whole,0.0004532912489942418
81,23,81,whole,0.00045027187386225776
423,23,423,whole,0.0004360600727951712
195,23,195,whole,0.00043461535266403286
55,23,55,whole,0.0004314795257833261
268,23,268,whole,0.0004293877461615801
364,23,364,whole,0.0004103084361309816
93,23,93,whole,0.0004054652578502055
334,23,334,whole,0.00040142392216608095
72,23,72,whole,0.00040135973513636037
426,23,426,whole,0.0003985572982757559
286,23,286,whole,0.00039527780241206185
330,23,330,whole,0.0003912604535700097
103,23,103,whole,0.0003894026251109217
413,23,413,whole,0.00038441285589069723
418,23,418,whole,0.0003837516557145376
208,23,208,whole,0.00035838451176913293
16,23,16,whole,0.00035403205907056696
483,23,483,whole,0.0003529083406039783
108,23,108,whole,0.0003484828139003141
375,23,375,whole,0.0003450444154766686
88,23,88,whole,0.0003408725808979874
5,23,5,whole,0.0003294306821391358
104,23,104,whole,0.0003260656234829922
261,23,261,whole,0.00031559997458843086
163,23,163,whole,0.0003123827672925486
503,23,503,whole,0.0003063053134520925
22,23,22,whole,0.0003020433680740767
38,23,38,whole,0.00029145030538029436
105,23,105,whole,0.0002897974984770042
339,23,339,whole,0.0002874917985764316
213,23,213,whole,0.00028427229352922574
355,23,355,whole,0.0002839569076441534
316,23,316,whole,0.00028277109825749103
322,23,322,whole,0.0002783168673816046
20,23,20,whole,0.00027243165636257416
398,23,398,whole,0.00027077781047342577
304,23,304,whole,0.0002691491822636316
155,23,155,whole,0.0002673088842714618
230,23,230,whole,0.0002668644323352306
144,23,144,whole,0.0002633514004402618
399,23,399,whole,0.0002567988203879615
125,23,125,whole,0.0002521774293606888
414,23,414,whole,0.00024811570689763096
133,23,133,whole,0.00024216520317768916
270,23,270,whole,0.0002408067484122774
342,23,342,whole,0.00023203605807759045
388,23,388,whole,0.0002250736285320667
251,23,251,whole,0.00022446116174726092
239,23,239,whole,0.00021119636628399787
435,23,435,whole,0.00020742135118777383
106,23,106,whole,0.0002049432351391307
254,23,254,whole,0.00019879053007987438
420,23,420,whole,0.00019488772917832867
373,23,373,whole,0.00019443340919325273
417,23,417,whole,0.0001905506549808129
365,23,365,whole,0.00018182949532531627
124,23,124,whole,0.00018116064334268997
358,23,358,whole,0.0001788714198966021
87,23,87,whole,0.00017227377161669423
490,23,490,whole,0.00017047273805336424
320,23,320,whole,0.00015866880223180916
227,23,227,whole,0.00015839667792115104
315,23,315,whole,0.00015716138110941687
497,23,497,whole,0.00014708259128474628
253,23,253,whole,0.00014485498575835621
447,23,447,whole,0.00014354745924657734
262,23,262,whole,0.00013970345193221263
77,23,77,whole,0.00013447083832950662
297,23,297,whole,0.000129111736720716
293,23,293,whole,0.00012450698260936185
109,23,109,whole,0.00012044600213905366
160,23,160,whole,0.00012024135501270882
190,23,190,whole,0.00011992376332641135
245,23,245,whole,0.00011806598684284669
152,23,152,whole,0.000106473406999269
504,23,504,whole,0.00010449203902813728
178,23,178,whole,9.787336543541748e-05
359,23,359,whole,9.279506225703793e-05
496,23,496,whole,8.987235832758301e-05
313,23,313,whole,8.808641501922032e-05
468,23,468,whole,6.153736677636774e-05
410,23,410,whole,6.003664003692644e-05
129,23,129,whole,5.856198993359643e-05
54,23,54,whole,5.3392560667233363e-05
461,23,461,whole,5.3066720530021806e-05
246,23,246,whole,4.845763692834654e-05
111,23,111,whole,4.4596084734895185e-05
219,23,219,whole,2.733362473362655e-05
466,23,466,whole,2.568801245335867e-05
403,23,403,whole,1.4160760604416296e-05
47,23,47,whole,9.643481826887698e-06
135,23,135,whole,9.280312424033961e-06
289,23,289,whole,-1.5696038539870018e-06
196,23,196,whole,-4.595427228303029e-06
452,23,452,whole,-7.896804384066939e-06
229,23,229,whole,-1.2056819649284776e-05
400,23,400,whole,-1.2471035129163672e-05
122,23,122,whole,-2.9447659680761386e-05
37,23,37,whole,-4.1862519521858496e-05
325,23,325,whole,-4.9770674803062406e-05
352,23,352,whole,-5.089641300626522e-05
95,23,95,whole,-5.8173394143751355e-05
436,23,436,whole,-6.054845714248786e-05
60,23,60,whole,-6.157457414535331e-05
12,23,12,whole,-6.248973419981999e-05
58,23,58,whole,-6.423828153106068e-05
346,23,346,whole,-7.703568196850652e-05
243,23,243,whole,-8.019765756726722e-05
489,23,489,whole,-8.52763044007567e-05
307,23,307,whole,-8.825451950887262e-05
340,23,340,whole,-8.878482386180122e-05
151,23,151,whole,-9.68178639803626e-05
114,23,114,whole,-9.742661851520909e-05
345,23,345,whole,-0.00010195720783681253
302,23,302,whole,-0.00011027305228599114
67,23,67,whole,-0.00011309680473822672
31,23,31,whole,-0.00011460749085880244
260,23,260,whole,-0.00012347395402664065
450,23,450,whole,-0.00012400927356915112
202,23,202,whole,-0.00012641088540436807
505,23,505,whole,-0.0001321098336743972
154,23,154,whole,-0.00014616243939344917
127,23,127,whole,-0.00016943048741917746
502,23,502,whole,-0.0001707414478450549
463,23,463,whole,-0.00017219895429462334
327,23,327,whole,-0.00017354336992269885
249,23,249,whole,-0.00017800823253272466
376,23,376,whole,-0.0001800677342619258
337,23,337,whole,-0.0001827658218046319
460,23,460,whole,-0.0001914145290897359
57,23,57,whole,-0.0001928748347092086
29,23,29,whole,-0.00020168988767522
2,23,2,whole,-0.00021427822229050446
48,23,48,whole,-0.00021640600235022146
223,23,223,whole,-0.00022429129119325145
43,23,43,whole,-0.00022780117830896175
482,23,482,whole,-0.0002298942598676362
51,23,51,whole,-0.00023432061959953384
341,23,341,whole,-0.00023698890424576433
309,23,309,whole,-0.00023936328574536216
183,23,183,whole,-0.0002419302701248586
488,23,488,whole,-0.00024244898712266852
344,23,344,whole,-0.00024379048973148607
361,23,361,whole,-0.00024476034163580787
432,23,432,whole,-0.0002501677628600158
165,23,165,whole,-0.0002533947727016052
415,23,415,whole,-0.00027087674024048184
366,23,366,whole,-0.0002766592459192651
137,23,137,whole,-0.00027713564285028155
237,23,237,whole,-0.00027842040169835555
267,23,267,whole,-0.000280761130374655
90,23,90,whole,-0.0002851768019534002
433,23,433,whole,-0.0002873090703967138
44,23,44,whole,-0.0002874422447728691
247,23,247,whole,-0.00029639141572440587
139,23,139,whole,-0.00030044655808359155
53,23,53,whole,-0.00030806543755205264
17,23,17,whole,-0.00031727815580898723
250,23,250,whole,-0.00032523300438477875
228,23,228,whole,-0.00032765299050264193
395,23,395,whole,-0.0003346646713867963
102,23,102,whole,-0.00033573777627203945
188,23,188,whole,-0.000338760514203284
161,23,161,whole,-0.00034088242012049496
91,23,91,whole,-0.00034393477631858033
61,23,61,whole,-0.00035279026846591266
312,23,312,whole,-0.0003590177077443118
457,23,457,whole,-0.00037050775309487147
194,23,194,whole,-0.00037623914691364016
454,23,454,whole,-0.0003792676992823528
430,23,430,whole,-0.0003810357714631814
62,23,62,whole,-0.00040349141710301523
510,23,510,whole,-0.0004082962662827259
360,23,360,whole,-0.0004102112451583102
42,23,42,whole,-0.00041600980936747
99,23,99,whole,-0.0004319255363645358
128,23,128,whole,-0.0004341477382794498
200,23,200,whole,-0.0004345147429575498
269,23,269,whole,-0.00043608719466522674
378,23,378,whole,-0.00045410580924511255
241,23,241,whole,-0.00045840030338813035
419,23,419,whole,-0.00046368121851021363
186,23,186,whole,-0.0004768982076189983
288,23,288,whole,-0.00047714222723929954
473,23,473,whole,-0.00047934655654186594
406,23,406,whole,-0.0004872386711225987
179,23,179,whole,-0.0004924496678705966
306,23,306,whole,-0.0004971784936222834
132,23,132,whole,-0.0005071488933089227
222,23,222,whole,-0.0005085154810116921
236,23,236,whole,-0.0005285393136987504
470,23,470,whole,-0.000533825964928553
181,23,181,whole,-0.0005415883233681471
392,23,392,whole,-0.0005451484044576001
453,23,453,whole,-0.00056049693289768
3,23,3,whole,-0.0005763163220439715
477,23,477,whole,-0.0005823671016779462
84,23,84,whole,-0.0005847139855809376
212,23,212,whole,-0.0005863895922657376
131,23,131,whole,-0.0005877203301150838
383,23,383,whole,-0.0005955094697259805
166,23,166,whole,-0.0005985837230113517
189,23,189,whole,-0.0005995103738507233
7,23,7,whole,-0.000605585486416302
498,23,498,whole,-0.0006161366900445889
234,23,234,whole,-0.0006216567071595229
257,23,257,whole,-0.0006331433876493274
157,23,157,whole,-0.0006530977363948104
118,23,118,whole,-0.0006533786243923747
86,23,86,whole,-0.0006624608810869034
148,23,148,whole,-0.0007031650485990037
385,23,385,whole,-0.0007032182323979375
443,23,443,whole,-0.0007036592840924134
308,23,308,whole,-0.0007055211669444413
272,23,272,whole,-0.0007263695681037038
462,23,462,whole,-0.0007308269387053711
259,23,259,whole,-0.0007327954334876471
332,23,332,whole,-0.0007388058485588219
412,23,412,whole,-0.0007470336464638216
351,23,351,whole,-0.0007560050982803983
296,23,296,whole,-0.0007721907535873537
439,23,439,whole,-0.0007779236516519105
440,23,440,whole,-0.0007808996005200166
256,23,256,whole,-0.0008005281610495258
30,23,30,whole,-0.0008170854808223968
41,23,41,whole,-0.0008173412358793491
295,23,295,whole,-0.0008211488612405029
411,23,411,whole,-0.0008216246092325461
130,23,130,whole,-0.0008428938897693302
434,23,434,whole,-0.0008552756307301241
495,23,495,whole,-0.0008554076658763215
89,23,89,whole,-0.0008674314066501384
75,23,75,whole,-0.0008841358484645752
164,23,164,whole,-0.0009096911601682043
191,23,191,whole,-0.0009252927618514217
331,23,331,whole,-0.0009298397856587305
363,23,363,whole,-0.0009499865427623069
110,23,110,whole,-0.0009666995302954745
220,23,220,whole,-0.0010061838104696824
298,23,298,whole,-0.0010197909468724017
362,23,362,whole,-0.0010546910307681712
324,23,324,whole,-0.001077975896755054
98,23,98,whole,-0.0010898360151517037
65,23,65,whole,-0.0010948245774788155
205,23,205,whole,-0.0010962953467243577
310,23,310,whole,-0.0011080210132036281
232,23,232,whole,-0.0011285902555315179
357,23,357,whole,-0.0011286233173486869
379,23,379,whole,-0.001187845805826351
240,23,240,whole,-0.0011981799010356326
290,23,290,whole,-0.001202912761808564
318,23,318,whole,-0.0012186626403478274
158,23,158,whole,-0.0012199309488645396
280,23,280,whole,-0.0012332461310376169
40,23,40,whole,-0.0012482328846616457
70,23,70,whole,-0.0012576230049309838
36,23,36,whole,-0.0012666214034975805
107,23,107,whole,-0.0012711927955357622
18,23,18,whole,-0.0013032221249320041
14,23,14,whole,-0.0013035158995845018
396,23,396,whole,-0.0013125450024090123
397,23,397,whole,-0.0013136308051533503
59,23,59,whole,-0.0013143905608661154
354,23,354,whole,-0.001363744100749845
329,23,329,whole,-0.0013734081989657647
203,23,203,whole,-0.0014298081865056656
198,23,198,whole,-0.0014548582057324953
143,23,143,whole,-0.0014599601278502776
150,23,150,whole,-0.0014668455334726764
438,23,438,whole,-0.0014987558385656692
353,23,353,whole,-0.0015094641565116932
384,23,384,whole,-0.001525517137285638
192,23,192,whole,-0.0015618098220377334
386,23,386,whole,-0.0015632194862908188
508,23,508,whole,-0.0015720291388776058
26,23,26,whole,-0.0015755827669453753
193,23,193,whole,-0.0016428313984163966
187,23,187,whole,-0.0016688257107103388
101,23,101,whole,-0.0016821719951077446
185,23,185,whole,-0.001704844730588903
402,23,402,whole,-0.001714786838402481
501,23,501,whole,-0.0017407423277241156
79,23,79,whole,-0.001758208438397499
480,23,480,whole,-0.0017797350130567176
371,23,371,whole,-0.001802555277210554
63,23,63,whole,-0.001807422594209674
64,23,64,whole,-0.0018824311112597043
199,23,199,whole,-0.0019244696528778484
449,23,449,whole,-0.0019538859490764197
45,23,45,whole,-0.0019782705938772038
113,23,113,whole,-0.002010838376970981
171,23,171,whole,-0.002061994189741334
291,23,291,whole,-0.0021035547658587042
211,23,211,whole,-0.002167291188240473
115,23,115,whole,-0.0021983543642668463
459,23,459,whole,-0.00225633069222339
231,23,231,whole,-0.0023204508455582267
153,23,153,whole,-0.002334716954538046
162,23,162,whole,-0.002363077045911657
319,23,319,whole,-0.002381513215797999
456,23,456,whole,-0.002397481632102463
175,23,175,whole,-0.0024275942128959846
121,23,121,whole,-0.0024931515419817168
184,23,184,whole,-0.002498357354771517
303,23,303,whole,-0.002626972930003013
136,23,136,whole,-0.002628558253908617
317,23,317,whole,-0.0027539450927502457
292,23,292,whole,-0.0028485630293615858
141,23,141,whole,-0.0030665122313356516
263,23,263,whole,-0.0037693826812104326
279,23,279,whole,-0.004440706805981486
472,23,472,whole,-0.004604396018896266
159,23,159,whole,-0.0047342175084597645
96,23,96,whole,-0.004955157952383114
204,23,204,whole,-0.005033303858487452
273,23,273,whole,-0.005207600400740191
264,23,264,whole,-0.00806422336547973
471,23,471,whole,-0.008660114877510982
294,23,294,whole,-0.009453181640801722
168,23,168,whole,-0.013194461098977766
299,23,299,whole,-0.014870273307569145
