,layer,filter,class_list,value
16,5,16,0,0.0023837258272852656
46,5,46,0,0.0020042444425880435
49,5,49,0,0.0017054399456829295
31,5,31,0,0.0008557892404791767
45,5,45,0,0.0006216970791126486
1,5,1,0,0.0004974938171863008
23,5,23,0,0.0003745850075439372
59,5,59,0,0.0002983655776220173
36,5,36,0,0.0002237969520483829
38,5,38,0,0.00014652966555553926
5,5,5,0,0.00013382965430469573
6,5,6,0,0.00010373669721825962
0,5,0,0,0.00010321830272138621
25,5,25,0,7.855941951200318e-05
48,5,48,0,7.220745310854149e-05
27,5,27,0,4.17673643814287e-05
62,5,62,0,3.658531331660608e-05
32,5,32,0,2.8596273785819193e-05
30,5,30,0,1.345135931860586e-05
3,5,3,0,8.76213656686442e-07
9,5,9,0,0.0
10,5,10,0,0.0
11,5,11,0,0.0
13,5,13,0,0.0
14,5,14,0,0.0
15,5,15,0,0.0
17,5,17,0,0.0
19,5,19,0,0.0
20,5,20,0,0.0
22,5,22,0,0.0
24,5,24,0,0.0
29,5,29,0,0.0
33,5,33,0,0.0
34,5,34,0,0.0
39,5,39,0,0.0
47,5,47,0,0.0
51,5,51,0,0.0
54,5,54,0,0.0
55,5,55,0,0.0
56,5,56,0,0.0
57,5,57,0,0.0
61,5,61,0,0.0
60,5,60,0,-2.237813429605273e-05
50,5,50,0,-4.7224840069248764e-05
37,5,37,0,-4.790578828155479e-05
2,5,2,0,-9.806610458678034e-05
63,5,63,0,-9.878458648866495e-05
58,5,58,0,-0.00016157481165378628
53,5,53,0,-0.00017484676639936136
44,5,44,0,-0.0004101632648956799
21,5,21,0,-0.000587879257531454
18,5,18,0,-0.0006001272263123858
41,5,41,0,-0.000604281855375266
28,5,28,0,-0.0008082860968792515
26,5,26,0,-0.0014348007349435199
4,5,4,0,-0.0015203898775732582
8,5,8,0,-0.001524090463649419
40,5,40,0,-0.0022612631124313775
42,5,42,0,-0.0023623757611313965
43,5,43,0,-0.0023812248787212333
12,5,12,0,-0.0025127767488254847
35,5,35,0,-0.002598543453516444
52,5,52,0,-0.00260732750202185
7,5,7,0,-0.002655015170245789
