,layer,filter,class_list,value
110,45,110,whole,0.00568009152639331
16,45,16,whole,0.005418017296589433
5,45,5,whole,0.004757222830167435
41,45,41,whole,0.004504495862407598
66,45,66,whole,0.004436381030554723
35,45,35,whole,0.004255906215754318
3,45,3,whole,0.003954179542271989
109,45,109,whole,0.003852705006012833
86,45,86,whole,0.003752118937867787
97,45,97,whole,0.0036089228693761085
13,45,13,whole,0.003469172053411583
56,45,56,whole,0.0030990166389227147
87,45,87,whole,0.0029996663020035504
114,45,114,whole,0.0029406474841649753
94,45,94,whole,0.0026903595383067336
68,45,68,whole,0.002687342952540848
17,45,17,whole,0.0025535264391474506
59,45,59,whole,0.0024935888236180316
46,45,46,whole,0.0024872994628621506
70,45,70,whole,0.002196042513496621
83,45,83,whole,0.002065803025513543
10,45,10,whole,0.0020010973633725637
85,45,85,whole,0.001896259956537407
84,45,84,whole,0.0018763147463043243
123,45,123,whole,0.001791679675382594
0,45,0,whole,0.0017731699014768472
15,45,15,whole,0.0017519013140558295
2,45,2,whole,0.0016225236004492668
48,45,48,whole,0.0015701987718972417
127,45,127,whole,0.0015327918123343694
33,45,33,whole,0.0014510544870669692
126,45,126,whole,0.0014393348688105782
12,45,12,whole,0.0014242813990750706
58,45,58,whole,0.0012902025018101883
103,45,103,whole,0.0012807922872082253
104,45,104,whole,0.0012479608584292355
67,45,67,whole,0.0012407198287972775
111,45,111,whole,0.001165105056773552
57,45,57,whole,0.0011381438353691559
49,45,49,whole,0.0011082710561198955
31,45,31,whole,0.001066935168667154
4,45,4,whole,0.000978016528275619
91,45,91,whole,0.0009695892348001285
119,45,119,whole,0.0009020019145848411
32,45,32,whole,0.0008985921041575844
61,45,61,whole,0.0008953803261352724
73,45,73,whole,0.0008813263886000261
21,45,21,whole,0.0008673583120170795
14,45,14,whole,0.0008064178624247294
55,45,55,whole,0.0007880981104204903
25,45,25,whole,0.0007851698211333677
98,45,98,whole,0.0007824758421524618
30,45,30,whole,0.0007781203267986158
40,45,40,whole,0.0007706462387253221
100,45,100,whole,0.0007673792348495397
24,45,24,whole,0.000737522462875659
117,45,117,whole,0.0006974022643501245
124,45,124,whole,0.0006257641825331945
120,45,120,whole,0.00059014001820492
27,45,27,whole,0.000581711346299091
51,45,51,whole,0.0005373582602814904
36,45,36,whole,0.0005309898637961491
26,45,26,whole,0.0005239120423775613
39,45,39,whole,0.0005161926315955421
77,45,77,whole,0.0005079835860860249
81,45,81,whole,0.0004932917165455203
71,45,71,whole,0.0004737129068993444
69,45,69,whole,0.0004542553163373502
18,45,18,whole,0.0004354365003668495
1,45,1,whole,0.0004077325239839659
101,45,101,whole,0.00031931552871929407
47,45,47,whole,0.00029752350199491954
20,45,20,whole,0.00028994203026473707
45,45,45,whole,0.00024413817085880556
80,45,80,whole,0.0002139632290524331
115,45,115,whole,0.00020205333025207737
113,45,113,whole,0.00014009794571891453
64,45,64,whole,8.055136187130469e-05
8,45,8,whole,6.642732946691059e-05
99,45,99,whole,6.058132911790637e-05
95,45,95,whole,-3.929293029911046e-05
7,45,7,whole,-6.096615460663645e-05
108,45,108,whole,-6.598273854642456e-05
23,45,23,whole,-9.251825932530576e-05
116,45,116,whole,-0.00013770604316857914
122,45,122,whole,-0.00018412309692900745
38,45,38,whole,-0.0002208761851853344
88,45,88,whole,-0.000227214997678359
6,45,6,whole,-0.00027186906313085774
65,45,65,whole,-0.00029605318809037054
44,45,44,whole,-0.00029718718841097397
121,45,121,whole,-0.00033451825343140917
76,45,76,whole,-0.00034000332188486736
29,45,29,whole,-0.0003799335906002664
102,45,102,whole,-0.00041378828497079317
50,45,50,whole,-0.0004308449885126145
22,45,22,whole,-0.0004647781544173706
107,45,107,whole,-0.000502279876498919
34,45,34,whole,-0.0005483606857490765
96,45,96,whole,-0.0005535517787211978
105,45,105,whole,-0.0006535361664642754
93,45,93,whole,-0.0007088352771288368
11,45,11,whole,-0.0007121161271797721
112,45,112,whole,-0.0007296988776613049
106,45,106,whole,-0.0007600189454628388
63,45,63,whole,-0.0007900094958039041
72,45,72,whole,-0.0009235370673752984
89,45,89,whole,-0.0010769191626212558
62,45,62,whole,-0.001268332594134181
118,45,118,whole,-0.0012828492694024016
125,45,125,whole,-0.0013272734191935893
37,45,37,whole,-0.0013319260656920206
53,45,53,whole,-0.001500130118171325
82,45,82,whole,-0.0018279482950858661
79,45,79,whole,-0.0019310237865117989
75,45,75,whole,-0.001943218605387703
52,45,52,whole,-0.001955689315410036
28,45,28,whole,-0.0022315670008894403
9,45,9,whole,-0.0023374541962461583
60,45,60,whole,-0.002526935611035351
74,45,74,whole,-0.0029189165694072736
54,45,54,whole,-0.00302664743141762
92,45,92,whole,-0.003115205269994879
19,45,19,whole,-0.004505708065317866
90,45,90,whole,-0.004735527313258605
78,45,78,whole,-0.005085606030222345
42,45,42,whole,-0.010384924922057108
43,45,43,whole,-0.010510808273152334
