,layer,filter,class_list,value
119,16,119,whole,0.003078038630867766
105,16,105,whole,0.0027997537397415413
143,16,143,whole,0.0027503530203632606
168,16,168,whole,0.002568114547086939
40,16,40,whole,0.0025092782550357557
191,16,191,whole,0.002336109091491521
20,16,20,whole,0.0022121404004774203
124,16,124,whole,0.0021436685835888245
77,16,77,whole,0.0020453048447006228
14,16,14,whole,0.0019393502244346036
17,16,17,whole,0.0019353157859463544
73,16,73,whole,0.0018901613617149887
193,16,193,whole,0.0018743896343946405
123,16,123,whole,0.0018470578116123841
251,16,251,whole,0.0018355486882233353
128,16,128,whole,0.0017672698210676903
55,16,55,whole,0.0017179382819511146
3,16,3,whole,0.0016788509089626577
82,16,82,whole,0.0015295079114483374
61,16,61,whole,0.0015246108958365894
248,16,248,whole,0.0015226746584837692
241,16,241,whole,0.0014764699849769592
229,16,229,whole,0.0014590671661914296
187,16,187,whole,0.0014561288040995327
106,16,106,whole,0.001426202544375197
18,16,18,whole,0.0014242606511020994
161,16,161,whole,0.0014166682229806652
95,16,95,whole,0.0014044087811353337
150,16,150,whole,0.0013821865915234067
48,16,48,whole,0.001339736471818819
121,16,121,whole,0.0013242219499520938
51,16,51,whole,0.0012963556785744784
64,16,64,whole,0.0012703664011074762
165,16,165,whole,0.0012545100014546024
12,16,12,whole,0.0011956780165611979
185,16,185,whole,0.001173358294864679
144,16,144,whole,0.001168786391754216
117,16,117,whole,0.0011439646694355091
222,16,222,whole,0.0011331951178340052
42,16,42,whole,0.001108174890239913
205,16,205,whole,0.0011035014051213037
243,16,243,whole,0.0010717766731949533
164,16,164,whole,0.0010620117904342637
93,16,93,whole,0.0010552852594280578
129,16,129,whole,0.0010503111727696857
233,16,233,whole,0.0010286069472154958
182,16,182,whole,0.001013211107258246
190,16,190,whole,0.0010099971719582477
155,16,155,whole,0.0009980220149377994
122,16,122,whole,0.0009773088052639832
15,16,15,whole,0.0009752307707387598
208,16,208,whole,0.0009697562084745048
246,16,246,whole,0.0009663021060580002
137,16,137,whole,0.0009521349164430851
59,16,59,whole,0.0009496095586432447
141,16,141,whole,0.000939649793087522
78,16,78,whole,0.0009358148696529594
234,16,234,whole,0.0009317668714429562
28,16,28,whole,0.0008933394958094015
10,16,10,whole,0.0008929587678856551
158,16,158,whole,0.000877058488387084
1,16,1,whole,0.000873268746476389
116,16,116,whole,0.0008556256596268502
118,16,118,whole,0.0008439510099448719
79,16,79,whole,0.0008381233221082633
34,16,34,whole,0.0007981406241777591
53,16,53,whole,0.0007813067353489688
167,16,167,whole,0.0007644593203769286
