,layer,filter,class_list,value
46,12,46,0,0.001318623703613153
35,12,35,0,0.000960217191252033
23,12,23,0,0.0008360021701063092
67,12,67,0,0.0007191072514601826
91,12,91,0,0.0006574833078130116
1,12,1,0,0.0006132438901433112
111,12,111,0,0.0005960430958572349
10,12,10,0,0.0005933117720371417
81,12,81,0,0.0005865547768820645
33,12,33,0,0.0005376640965160217
58,12,58,0,0.0005063185806834181
30,12,30,0,0.0004923351693374989
115,12,115,0,0.00048440052013128956
79,12,79,0,0.00041126064106185024
121,12,121,0,0.00040218410446705153
29,12,29,0,0.00039420406832763044
6,12,6,0,0.0003488321000338912
19,12,19,0,0.00033298480166428225
82,12,82,0,0.00033161761094182565
92,12,92,0,0.00029205637035352173
45,12,45,0,0.00025261417257003147
24,12,24,0,0.0002471018320256757
99,12,99,0,0.00024225366059779096
125,12,125,0,0.0002374283207738803
76,12,76,0,0.000232805259279667
55,12,55,0,0.00022851326726219812
83,12,83,0,0.0002177363983493996
127,12,127,0,0.00020805923944221537
101,12,101,0,0.00020707512655666617
12,12,12,0,0.0002058523031377546
95,12,95,0,0.00020358484545380807
86,12,86,0,0.00019009062245481934
88,12,88,0,0.0001881130366578665
94,12,94,0,0.00018776865712022417
65,12,65,0,0.0001821353150913918
43,12,43,0,0.0001708989420959761
8,12,8,0,0.00016859021591766332
106,12,106,0,0.000166108365381068
2,12,2,0,0.00016352949390480154
22,12,22,0,0.00015837198973931433
66,12,66,0,0.00015653103720345563
71,12,71,0,0.00013835038505144448
105,12,105,0,0.00013613037745061619
37,12,37,0,0.00011918740662121285
57,12,57,0,0.00011322746432470553
32,12,32,0,9.399213427621066e-05
11,12,11,0,8.606359580469736e-05
53,12,53,0,8.428450007988975e-05
50,12,50,0,8.2323515001137e-05
40,12,40,0,8.009581335016724e-05
110,12,110,0,7.903091913292748e-05
7,12,7,0,7.767789982375817e-05
78,12,78,0,7.111194264430853e-05
80,12,80,0,6.242468422146263e-05
98,12,98,0,6.005624862862602e-05
107,12,107,0,5.7085524232691755e-05
113,12,113,0,5.227868571090477e-05
108,12,108,0,5.1166777491329365e-05
102,12,102,0,5.098645931462808e-05
28,12,28,0,4.7932430201491626e-05
9,12,9,0,3.762482880095286e-05
64,12,64,0,2.8893598123347352e-05
16,12,16,0,9.957077516653533e-06
34,12,34,0,8.444126723317069e-06
44,12,44,0,8.008759448374647e-06
104,12,104,0,7.027534622883192e-06
63,12,63,0,5.521864793311959e-06
68,12,68,0,4.45022613578816e-06
119,12,119,0,2.7034290273397764e-06
38,12,38,0,1.5932337729784863e-06
61,12,61,0,1.5273982863939217e-06
0,12,0,0,0.0
42,12,42,0,0.0
116,12,116,0,-9.038809082095867e-07
39,12,39,0,-2.723646109992206e-06
62,12,62,0,-5.270243609201142e-06
73,12,73,0,-1.0707208643456756e-05
126,12,126,0,-1.1021201368688337e-05
26,12,26,0,-1.4942273178031318e-05
51,12,51,0,-1.5810603849797377e-05
122,12,122,0,-1.6091368389037353e-05
77,12,77,0,-1.7764021197896884e-05
49,12,49,0,-1.8178302265714487e-05
36,12,36,0,-1.9240756189986553e-05
56,12,56,0,-1.9395304620362097e-05
69,12,69,0,-2.2450556548658796e-05
13,12,13,0,-2.4889990788912186e-05
3,12,3,0,-2.5875341016279307e-05
54,12,54,0,-2.754069299456541e-05
4,12,4,0,-2.8343979639156026e-05
96,12,96,0,-3.098237534803206e-05
48,12,48,0,-4.232651983364644e-05
59,12,59,0,-4.8401011915955025e-05
60,12,60,0,-5.576215342386615e-05
21,12,21,0,-5.997269565060082e-05
41,12,41,0,-6.028669202253756e-05
85,12,85,0,-6.356396388477182e-05
123,12,123,0,-6.995658416351081e-05
87,12,87,0,-7.617710409790757e-05
31,12,31,0,-7.63717237088568e-05
14,12,14,0,-8.107808152703066e-05
114,12,114,0,-8.149576921957502e-05
15,12,15,0,-8.757364070453023e-05
74,12,74,0,-9.090628453717331e-05
70,12,70,0,-9.546147608245903e-05
118,12,118,0,-9.645815920991118e-05
103,12,103,0,-0.00011423760592791377
109,12,109,0,-0.00014193827862248875
52,12,52,0,-0.00014563200671479092
124,12,124,0,-0.00015489302519926528
97,12,97,0,-0.0001597856984971502
25,12,25,0,-0.0001632187410656738
120,12,120,0,-0.0001678598702408829
90,12,90,0,-0.00017830083123862028
5,12,5,0,-0.00018293451329233213
47,12,47,0,-0.0001957609212541067
100,12,100,0,-0.00021958483095015912
84,12,84,0,-0.00022221850706644064
89,12,89,0,-0.0003389560725589047
75,12,75,0,-0.0003425365609575293
72,12,72,0,-0.0005197121476230415
20,12,20,0,-0.0005298970698275785
112,12,112,0,-0.0006233052310623211
17,12,17,0,-0.0007015203456606333
18,12,18,0,-0.0013874683915723108
93,12,93,0,-0.0013876605165002553
27,12,27,0,-0.0014168541723376781
117,12,117,0,-0.001832639180739426
