,layer,filter,class_list,value
94,31,94,0,0.001215403398047077
179,31,179,0,0.0009890964387551215
243,31,243,0,0.0009855083101304673
40,31,40,0,0.0009573126718319558
24,31,24,0,0.0007558389752253425
39,31,39,0,0.0006121488400330777
107,31,107,0,0.0005796072535383945
197,31,197,0,0.000568449586697406
102,31,102,0,0.0005042838055203447
77,31,77,0,0.00047432113047303216
78,31,78,0,0.0004507655476417405
43,31,43,0,0.00039811612058150426
67,31,67,0,0.0003971660520586284
62,31,62,0,0.0003880003103993168
6,31,6,0,0.0003832144216667888
83,31,83,0,0.0003649081451250091
250,31,250,0,0.0003564829110379586
5,31,5,0,0.00032420683338838516
185,31,185,0,0.00032401469629457226
29,31,29,0,0.00030250875946423726
71,31,71,0,0.00029092185909834756
0,31,0,0,0.00027897408996663264
69,31,69,0,0.00025662315814405366
57,31,57,0,0.00024512530193120384
44,31,44,0,0.00023416711993812234
53,31,53,0,0.00022991183851900354
199,31,199,0,0.0002288631091085347
187,31,187,0,0.00022436734253143963
61,31,61,0,0.00021676400872875368
105,31,105,0,0.00020493852742717867
153,31,153,0,0.00019060073617063188
22,31,22,0,0.00018417908874356347
177,31,177,0,0.00018293141692912184
246,31,246,0,0.00017975855946514852
111,31,111,0,0.00017513741293665453
101,31,101,0,0.00017015072438965052
126,31,126,0,0.00016074767982275916
227,31,227,0,0.00015429082858193778
125,31,125,0,0.00015202099285392955
172,31,172,0,0.00014504208698796762
244,31,244,0,0.0001441466008847869
99,31,99,0,0.00014406593412136237
120,31,120,0,0.00013882514579826032
60,31,60,0,0.0001385072186434355
123,31,123,0,0.00013751607269683053
32,31,32,0,0.00013579836240871224
211,31,211,0,0.00013266253937125328
35,31,35,0,0.00012447888647887373
143,31,143,0,0.0001241665439614237
224,31,224,0,0.00012188628972383819
212,31,212,0,0.00012112198022733445
52,31,52,0,0.00011767271815887881
228,31,228,0,0.00011517296711978098
200,31,200,0,0.00011053424621658703
201,31,201,0,0.00011049430757528178
81,31,81,0,0.00011034828721496747
222,31,222,0,0.00011019272855045115
127,31,127,0,0.00010341228443705441
241,31,241,0,9.822789364134498e-05
198,31,198,0,9.581242459150152e-05
255,31,255,0,9.559349164661723e-05
218,31,218,0,9.492985403574128e-05
170,31,170,0,9.204638672251075e-05
38,31,38,0,9.13337170096451e-05
213,31,213,0,8.817508161295118e-05
50,31,50,0,8.415310793579156e-05
202,31,202,0,8.175438056396977e-05
21,31,21,0,7.496193159441943e-05
68,31,68,0,7.476180333800819e-05
8,31,8,0,7.280226146122448e-05
186,31,186,0,7.079777186890235e-05
20,31,20,0,6.701744160054756e-05
23,31,23,0,6.57996356364654e-05
13,31,13,0,6.56833359449771e-05
59,31,59,0,6.008383722853061e-05
156,31,156,0,5.93562641127865e-05
209,31,209,0,5.925010787591889e-05
90,31,90,0,5.5606929457785445e-05
41,31,41,0,5.420228967547569e-05
10,31,10,0,5.1118576793296455e-05
89,31,89,0,4.4826386512086816e-05
145,31,145,0,4.476423559929277e-05
149,31,149,0,4.467755657396877e-05
79,31,79,0,4.171205475574924e-05
16,31,16,0,4.131424603447398e-05
95,31,95,0,4.007578252452903e-05
49,31,49,0,3.999024755362291e-05
108,31,108,0,3.668103893351704e-05
226,31,226,0,3.3981587954889926e-05
75,31,75,0,3.077382070547641e-05
207,31,207,0,3.0431031503364015e-05
193,31,193,0,2.9670278970506115e-05
74,31,74,0,2.9414686479267704e-05
248,31,248,0,2.593489210552802e-05
225,31,225,0,2.344868467804018e-05
168,31,168,0,2.1784466341989717e-05
138,31,138,0,1.861059224333994e-05
45,31,45,0,1.812770086743187e-05
252,31,252,0,1.647359061702769e-05
155,31,155,0,1.5266743690867114e-05
195,31,195,0,1.5175305743653222e-05
115,31,115,0,1.5128455847601695e-05
171,31,171,0,7.167185248868612e-06
159,31,159,0,5.6360713321379485e-06
183,31,183,0,5.025815498937991e-06
18,31,18,0,2.2418563541681813e-06
56,31,56,0,-7.252765775289661e-07
191,31,191,0,-8.961715121325042e-07
210,31,210,0,-1.3807005415755747e-06
34,31,34,0,-1.679254355446691e-06
219,31,219,0,-1.8480481747351619e-06
181,31,181,0,-3.528660045148957e-06
106,31,106,0,-3.7524875896255417e-06
158,31,158,0,-6.049681546782537e-06
206,31,206,0,-6.147863958849698e-06
3,31,3,0,-7.5228939189986296e-06
130,31,130,0,-8.005698767454827e-06
154,31,154,0,-8.375830849127742e-06
251,31,251,0,-9.148517824975056e-06
14,31,14,0,-9.535203590138596e-06
151,31,151,0,-1.0960555141981131e-05
166,31,166,0,-1.1436522409280503e-05
215,31,215,0,-1.5875908427043228e-05
17,31,17,0,-1.7249156258791754e-05
167,31,167,0,-1.9107736802870257e-05
163,31,163,0,-2.0456503322396902e-05
236,31,236,0,-2.215326175645238e-05
85,31,85,0,-2.257340175613187e-05
175,31,175,0,-2.2956185596156863e-05
196,31,196,0,-2.3817820868154983e-05
220,31,220,0,-2.4824964592051746e-05
122,31,122,0,-2.7938348334632934e-05
173,31,173,0,-2.9478142511374373e-05
54,31,54,0,-3.030755978533639e-05
12,31,12,0,-3.042563418156341e-05
165,31,165,0,-3.116261391403752e-05
137,31,137,0,-3.163354962514298e-05
135,31,135,0,-3.415309362478913e-05
234,31,234,0,-3.527249998485083e-05
114,31,114,0,-3.568023104822959e-05
176,31,176,0,-3.79584811782685e-05
141,31,141,0,-4.0499771078705836e-05
205,31,205,0,-4.170062955581866e-05
139,31,139,0,-4.237956774346685e-05
33,31,33,0,-4.482389211705184e-05
128,31,128,0,-4.552237174808571e-05
110,31,110,0,-4.669426903162188e-05
91,31,91,0,-4.797422263063123e-05
229,31,229,0,-4.9137850879743536e-05
217,31,217,0,-4.943753080968172e-05
237,31,237,0,-5.0483742293250254e-05
194,31,194,0,-5.109807077243733e-05
208,31,208,0,-5.234842876700174e-05
65,31,65,0,-5.4932523356776565e-05
124,31,124,0,-5.581774743446122e-05
92,31,92,0,-5.6747914116839214e-05
88,31,88,0,-5.759796464407385e-05
239,31,239,0,-5.948428245102777e-05
103,31,103,0,-6.0689206075559274e-05
131,31,131,0,-6.1031402749489594e-05
76,31,76,0,-6.29658565723168e-05
96,31,96,0,-7.348768660178084e-05
203,31,203,0,-7.43276429499562e-05
100,31,100,0,-7.475375048463518e-05
19,31,19,0,-8.329554651621551e-05
254,31,254,0,-8.474253842588597e-05
164,31,164,0,-8.61122795972169e-05
9,31,9,0,-8.959944096486039e-05
116,31,116,0,-9.120898182194415e-05
36,31,36,0,-9.299344624915661e-05
174,31,174,0,-9.487209633041171e-05
157,31,157,0,-9.541866585736081e-05
97,31,97,0,-0.00010150518890975624
112,31,112,0,-0.00011238108884460418
119,31,119,0,-0.0001138586175458034
129,31,129,0,-0.0001141702165680103
169,31,169,0,-0.00011454423336765274
26,31,26,0,-0.000119842326420172
4,31,4,0,-0.00012076840620821594
249,31,249,0,-0.0001226036495899252
118,31,118,0,-0.00012711425090760063
160,31,160,0,-0.00012731186378188707
80,31,80,0,-0.00012835477975841058
66,31,66,0,-0.00013197824506416822
214,31,214,0,-0.00014401747413350652
231,31,231,0,-0.00014603637094623423
73,31,73,0,-0.00014782174143365134
232,31,232,0,-0.0001479267888277902
245,31,245,0,-0.00015267118176464088
28,31,28,0,-0.00015292713823028548
51,31,51,0,-0.0001582996480378518
238,31,238,0,-0.00015972178570001773
204,31,204,0,-0.00015972581333285608
27,31,27,0,-0.00015986219361054931
113,31,113,0,-0.00016108438336063236
15,31,15,0,-0.00016845867795014512
31,31,31,0,-0.0001738071428734056
72,31,72,0,-0.00017737972588682815
2,31,2,0,-0.0001797117179291874
42,31,42,0,-0.0001843349100527747
247,31,247,0,-0.0001844967530853503
109,31,109,0,-0.00018466171251459995
253,31,253,0,-0.00019273054551844916
190,31,190,0,-0.00019984823461000056
152,31,152,0,-0.00022638429870560639
30,31,30,0,-0.00022825764314512442
82,31,82,0,-0.00023920822795372442
25,31,25,0,-0.00024270087558792008
11,31,11,0,-0.00024275599664208558
63,31,63,0,-0.00024416578223778184
58,31,58,0,-0.00024432102256601864
117,31,117,0,-0.00024517706083340143
242,31,242,0,-0.00024957358223333116
64,31,64,0,-0.00025486727237763465
133,31,133,0,-0.0002623889023107173
136,31,136,0,-0.0002750078526039479
162,31,162,0,-0.00027905477414545964
221,31,221,0,-0.0002884264372003509
230,31,230,0,-0.00029438918365209954
150,31,150,0,-0.0002950414643713817
55,31,55,0,-0.0002954352553462769
189,31,189,0,-0.00030090232997543876
132,31,132,0,-0.0003071016447497188
142,31,142,0,-0.00030934614195653464
235,31,235,0,-0.000325767916009756
182,31,182,0,-0.0003392246985481018
148,31,148,0,-0.00033929234471354877
48,31,48,0,-0.00034242859000503944
86,31,86,0,-0.000346099224076557
178,31,178,0,-0.0003614806616089039
147,31,147,0,-0.00036775195468929933
240,31,240,0,-0.00037608247084119917
7,31,7,0,-0.0003904740695684361
140,31,140,0,-0.00039689297158265193
93,31,93,0,-0.00042178921226276866
180,31,180,0,-0.0004470979003360021
233,31,233,0,-0.0004479863482891977
98,31,98,0,-0.00048402221021599524
192,31,192,0,-0.0004962793567227064
84,31,84,0,-0.0005074565032276545
223,31,223,0,-0.0005133354515631349
46,31,46,0,-0.0005301154339684034
216,31,216,0,-0.0005433534534270313
70,31,70,0,-0.0005474609625054528
104,31,104,0,-0.0005739771584192365
1,31,1,0,-0.0005925609362300577
146,31,146,0,-0.0007011774197564269
87,31,87,0,-0.0007021951500904677
134,31,134,0,-0.0007610851300393518
144,31,144,0,-0.0007687312570972549
47,31,47,0,-0.0008140161444997295
188,31,188,0,-0.0008558671677929453
161,31,161,0,-0.0008600200993838736
121,31,121,0,-0.0009192796957745331
184,31,184,0,-0.0009464097101728019
37,31,37,0,-0.0012805918657481485
