,layer,filter,class_list,value
3,31,3,whole,0.0010906959875132002
252,31,252,whole,0.0010557986170754293
50,31,50,whole,0.000997353981186492
176,31,176,whole,0.0009892213464165664
128,31,128,whole,0.0009645509290011408
127,31,127,whole,0.0008482168990977662
113,31,113,whole,0.0008368146358378955
175,31,175,whole,0.0008045189000509326
15,31,15,whole,0.0007991971493152157
213,31,213,whole,0.0007870136110050784
86,31,86,whole,0.000704275655574918
118,31,118,whole,0.0006794340585563243
129,31,129,whole,0.0006628217496334705
210,31,210,whole,0.0006573213672384879
74,31,74,whole,0.0006531741966688874
166,31,166,whole,0.0006198215974168494
96,31,96,whole,0.0006173185957494345
225,31,225,whole,0.0005929162695407971
126,31,126,whole,0.0005827306548470548
5,31,5,whole,0.0005736447774489332
122,31,122,whole,0.0005648906777964766
81,31,81,whole,0.0005304401721595946
159,31,159,whole,0.000528461275314227
99,31,99,whole,0.0005135275240601763
239,31,239,whole,0.0004953960724922079
137,31,137,whole,0.00044260144185377225
224,31,224,whole,0.00043240013795670004
168,31,168,whole,0.000425886126022725
219,31,219,whole,0.00042369133620861
138,31,138,whole,0.0003454184003622276
35,31,35,whole,0.00034302152784758367
207,31,207,whole,0.0003286230556067385
84,31,84,whole,0.00031170413235896493
165,31,165,whole,0.0002436273856419564
32,31,32,whole,0.00022149763671936275
20,31,20,whole,0.0002171165426520065
23,31,23,whole,0.00020120432364408407
68,31,68,whole,0.0001998975086835975
108,31,108,whole,0.00017500335413580693
18,31,18,whole,0.00014860597126665405
149,31,149,whole,0.00013878931934300362
208,31,208,whole,0.00013530495202690893
221,31,221,whole,0.00013448472189439356
194,31,194,whole,8.08957149578151e-05
206,31,206,whole,5.6327399827730716e-05
100,31,100,whole,1.8972885157472578e-05
191,31,191,whole,1.061808110255295e-05
131,31,131,whole,4.5191037845239075e-06
248,31,248,whole,-5.423483298724191e-06
124,31,124,whole,-3.9031201062520324e-05
21,31,21,whole,-4.601121845268022e-05
193,31,193,whole,-6.8256946855845e-05
151,31,151,whole,-0.00010812661980856659
229,31,229,whole,-0.00012404763184680278
67,31,67,whole,-0.0001699231357308248
240,31,240,whole,-0.0001930029967165476
92,31,92,whole,-0.00022792777088165208
251,31,251,whole,-0.0003034220103885142
12,31,12,whole,-0.00037507188457824587
164,31,164,whole,-0.0004122481488868353
202,31,202,whole,-0.0004389038530848018
163,31,163,whole,-0.00046231058724334516
104,31,104,whole,-0.000462766675558704
71,31,71,whole,-0.0004853557217279498
181,31,181,whole,-0.0004922721567147819
120,31,120,whole,-0.0005180080019331502
203,31,203,whole,-0.0005395274411837323
242,31,242,whole,-0.0006052057275024094
110,31,110,whole,-0.0006467069736154404
205,31,205,whole,-0.0006575448731161325
190,31,190,whole,-0.0006698576507848008
171,31,171,whole,-0.0006812119999774102
214,31,214,whole,-0.0006929996509250369
52,31,52,whole,-0.000703347509104442
51,31,51,whole,-0.0007317015506415045
232,31,232,whole,-0.0007559974186505738
24,31,24,whole,-0.0007987278107914886
22,31,22,whole,-0.0007995211480552803
130,31,130,whole,-0.0008010524318093126
115,31,115,whole,-0.0008055102051593812
167,31,167,whole,-0.0008120962742755705
49,31,49,whole,-0.0008581664421868923
245,31,245,whole,-0.0009518185652020704
198,31,198,whole,-0.0009887493202890188
85,31,85,whole,-0.0009944800600423039
19,31,19,whole,-0.0009951413863618457
182,31,182,whole,-0.0010125743904896144
4,31,4,whole,-0.0010174564814552944
139,31,139,whole,-0.0010322209152452098
42,31,42,whole,-0.0010601094208258343
41,31,41,whole,-0.0010872069983757443
255,31,255,whole,-0.0011288715646410024
28,31,28,whole,-0.0011542964029775684
158,31,158,whole,-0.0011757583503792955
95,31,95,whole,-0.0011778616910592525
56,31,56,whole,-0.0011872235025399687
186,31,186,whole,-0.001278501618516684
119,31,119,whole,-0.0013332865862829544
157,31,157,whole,-0.0013417040408302068
249,31,249,whole,-0.001351209300208585
141,31,141,whole,-0.0013562796826894802
58,31,58,whole,-0.0013741801486055894
201,31,201,whole,-0.0013808312745719799
250,31,250,whole,-0.0013907008934886454
14,31,14,whole,-0.0014249035022064031
142,31,142,whole,-0.0015017215973065086
34,31,34,whole,-0.0016064707761997924
54,31,54,whole,-0.0016205479106988618
17,31,17,whole,-0.0016616545110563635
27,31,27,whole,-0.001702319777335945
29,31,29,whole,-0.0017432309921263088
90,31,90,whole,-0.0017931554200082405
196,31,196,whole,-0.0018167379950880629
65,31,65,whole,-0.0018252449065521443
155,31,155,whole,-0.0018470177879270269
174,31,174,whole,-0.0018525669834369104
105,31,105,whole,-0.0020342721044215983
237,31,237,whole,-0.002040103668176582
72,31,72,whole,-0.0021967203493301946
59,31,59,whole,-0.002213474992828772
112,31,112,whole,-0.0022205252068424677
132,31,132,whole,-0.0022864115180293563
31,31,31,whole,-0.0025083675844918764
189,31,189,whole,-0.002594188011077321
153,31,153,whole,-0.0026613536697123277
73,31,73,whole,-0.002742819583817486
162,31,162,whole,-0.0029370686052427263
45,31,45,whole,-0.002964495907936136
234,31,234,whole,-0.0030910853886606886
48,31,48,whole,-0.003121199381121137
61,31,61,whole,-0.0033088983726634385
169,31,169,whole,-0.003556239694628873
89,31,89,whole,-0.0036344627810849075
44,31,44,whole,-0.004115437039691307
178,31,178,whole,-0.004224921207810315
247,31,247,whole,-0.004296777658824791
148,31,148,whole,-0.004618891604216769
147,31,147,whole,-0.004730853520795571
11,31,11,whole,-0.004975294032035197
55,31,55,whole,-0.005032939564643151
226,31,226,whole,-0.005436989552935553
180,31,180,whole,-0.006062659947824508
144,31,144,whole,-0.006104987234517888
60,31,60,whole,-0.006560682446399638
83,31,83,whole,-0.0068448028729787055
192,31,192,whole,-0.007002174900654036
230,31,230,whole,-0.0076199570675605215
93,31,93,whole,-0.00763052342954724
1,31,1,whole,-0.008574707938119876
161,31,161,whole,-0.009942824079037968
216,31,216,whole,-0.010966078290513112
121,31,121,whole,-0.012173821921997379
47,31,47,whole,-0.014576856749068955
184,31,184,whole,-0.015572938037921457
188,31,188,whole,-0.019596654613700835
37,31,37,whole,-0.023677124334893034
