,layer,filter,class_list,value
115,42,115,0,0.0003546344347586272
98,42,98,0,0.0003339969416323085
102,42,102,0,0.00032169693322967594
124,42,124,0,0.00031425377920218933
55,42,55,0,0.00030329817918445245
66,42,66,0,0.00023535945061859965
126,42,126,0,0.00022140680162270333
10,42,10,0,0.00021208309972251538
46,42,46,0,0.00018829208187218783
11,42,11,0,0.00018785173924695808
65,42,65,0,0.0001740978822387329
7,42,7,0,0.00017148944285255707
58,42,58,0,0.00016390257327086877
34,42,34,0,0.00015150688949574497
107,42,107,0,0.0001273722663486243
12,42,12,0,0.00012491222090762477
67,42,67,0,0.00012071805901061605
85,42,85,0,0.00011955766404206925
52,42,52,0,0.00011456948796790822
17,42,17,0,0.00010623341986999435
5,42,5,0,0.00010416212506314526
8,42,8,0,0.00010132600517033241
92,42,92,0,9.727502895464645e-05
62,42,62,0,9.509767532687175e-05
72,42,72,0,9.315901962797524e-05
108,42,108,0,9.181066670792548e-05
59,42,59,0,8.726894759529813e-05
38,42,38,0,7.668218093926926e-05
2,42,2,0,7.140160174493593e-05
4,42,4,0,7.112258670263216e-05
121,42,121,0,7.050942029174223e-05
30,42,30,0,6.881789448576203e-05
47,42,47,0,6.749532733170138e-05
60,42,60,0,6.746805318974536e-05
123,42,123,0,6.662024752103201e-05
89,42,89,0,6.175778603771942e-05
21,42,21,0,6.115319389057294e-05
105,42,105,0,6.016886000840271e-05
14,42,14,0,5.831001406946257e-05
76,42,76,0,5.613420995640439e-05
27,42,27,0,5.5149197995918445e-05
110,42,110,0,5.235863402696106e-05
88,42,88,0,4.4875121574794455e-05
69,42,69,0,4.441814607892835e-05
6,42,6,0,3.8623609686039284e-05
43,42,43,0,3.83388793592232e-05
44,42,44,0,3.670797587406183e-05
125,42,125,0,3.52811525267005e-05
78,42,78,0,3.389070027749463e-05
118,42,118,0,2.5976035431696243e-05
95,42,95,0,2.3529326082816217e-05
1,42,1,0,2.2097909116458592e-05
25,42,25,0,2.0927242772350584e-05
63,42,63,0,2.0611339971077226e-05
82,42,82,0,1.7628974328398606e-05
97,42,97,0,1.539304247621942e-05
61,42,61,0,1.3487788677146727e-05
42,42,42,0,1.31214812956304e-05
39,42,39,0,1.3037831075868311e-05
57,42,57,0,9.911407080998024e-06
73,42,73,0,9.789080685584928e-06
94,42,94,0,9.198643935992567e-06
31,42,31,0,7.366211263282185e-06
37,42,37,0,5.327423557843769e-06
64,42,64,0,5.16440571017851e-06
56,42,56,0,3.6485470412683796e-06
26,42,26,0,3.6205855899251737e-06
33,42,33,0,2.9312092299949024e-06
120,42,120,0,8.81624610693521e-07
32,42,32,0,8.404576496090499e-07
20,42,20,0,7.992562243597234e-07
122,42,122,0,-6.714454893086419e-07
113,42,113,0,-1.0950236352891275e-06
83,42,83,0,-1.4906921922630546e-06
116,42,116,0,-1.810210725516903e-06
86,42,86,0,-1.1689998777597577e-05
19,42,19,0,-1.222518856632826e-05
114,42,114,0,-1.2410972784593355e-05
23,42,23,0,-1.2629896611382474e-05
48,42,48,0,-1.3644480684449345e-05
0,42,0,0,-1.4888039200933178e-05
79,42,79,0,-1.523109825461999e-05
51,42,51,0,-1.7384351454796664e-05
101,42,101,0,-1.886327548081823e-05
36,42,36,0,-2.0126127454400678e-05
35,42,35,0,-2.539020351723931e-05
49,42,49,0,-2.6190924183733257e-05
81,42,81,0,-3.21319224347083e-05
16,42,16,0,-3.6037826697410405e-05
77,42,77,0,-3.731656374293957e-05
99,42,99,0,-4.0341513573194374e-05
18,42,18,0,-5.6444652733977915e-05
70,42,70,0,-6.810546006364992e-05
90,42,90,0,-7.14937465601806e-05
41,42,41,0,-7.252411972821226e-05
15,42,15,0,-7.785371348515425e-05
13,42,13,0,-0.00010753775265497368
91,42,91,0,-0.00011058299790501769
71,42,71,0,-0.0001121152664773084
40,42,40,0,-0.00011428501365488009
74,42,74,0,-0.00013578206813967818
29,42,29,0,-0.0001364893930318134
93,42,93,0,-0.00015497187503842323
9,42,9,0,-0.00015764239672082513
50,42,50,0,-0.00017160183518298843
119,42,119,0,-0.00017631938873003962
112,42,112,0,-0.0001881346113907001
68,42,68,0,-0.0002189816873095829
24,42,24,0,-0.00022520724901466948
28,42,28,0,-0.00023387907260771223
87,42,87,0,-0.00023442716742819725
100,42,100,0,-0.0002777605956495011
22,42,22,0,-0.00031934663734553006
75,42,75,0,-0.00032030167088815676
117,42,117,0,-0.0003871622200070202
45,42,45,0,-0.0003950064343368753
103,42,103,0,-0.0003976200955576492
54,42,54,0,-0.00039965468108440485
106,42,106,0,-0.00040749503080803604
80,42,80,0,-0.00044724514494394186
53,42,53,0,-0.0004892550708080923
109,42,109,0,-0.0006083505017616009
3,42,3,0,-0.0007089963232655095
127,42,127,0,-0.0007325596208625385
96,42,96,0,-0.0007356341599942917
84,42,84,0,-0.0012799724637009512
104,42,104,0,-0.0016725805705714136
111,42,111,0,-0.0017199809581722402
