,layer,filter,class_list,value
18,50,18,0,0.0010042464358981818
44,50,44,0,0.0008137447641141437
9,50,9,0,0.000654200323377796
3,50,3,0,0.0006108261752719391
49,50,49,0,0.0006089286801541749
61,50,61,0,0.0006022875388417726
34,50,34,0,0.0005523323894330301
42,50,42,0,0.0005156657788319419
62,50,62,0,0.0005132769560417527
36,50,36,0,0.0005004673024066042
4,50,4,0,0.00037317266763423616
60,50,60,0,0.0003654691887068906
39,50,39,0,0.0003634590772165991
19,50,19,0,0.00025525793006279105
22,50,22,0,0.0002242782956885292
37,50,37,0,0.0002039878596878153
0,50,0,0,0.00019163065873537555
52,50,52,0,0.00013750467086129926
33,50,33,0,0.00013614292174787268
29,50,29,0,0.00012403059509177305
1,50,1,0,0.0001230433813853682
28,50,28,0,0.00011800273776633175
14,50,14,0,0.00010634607985072763
12,50,12,0,8.630545240397857e-05
58,50,58,0,7.820108915000956e-05
54,50,54,0,7.778116324497208e-05
20,50,20,0,7.043529228067946e-05
32,50,32,0,6.75916553391942e-05
5,50,5,0,6.0505964301682535e-05
40,50,40,0,1.9494575884160258e-05
59,50,59,0,1.1809183362909703e-05
21,50,21,0,1.930706072950095e-06
55,50,55,0,9.016826028052094e-07
30,50,30,0,8.781961902459834e-07
63,50,63,0,4.03467198761831e-08
11,50,11,0,0.0
15,50,15,0,0.0
26,50,26,0,0.0
51,50,51,0,0.0
48,50,48,0,-2.521173767533469e-08
46,50,46,0,-8.659678536804272e-06
2,50,2,0,-1.7289780368801022e-05
7,50,7,0,-2.2679133715985954e-05
35,50,35,0,-2.976307119253452e-05
16,50,16,0,-6.648947333180999e-05
45,50,45,0,-6.72166931130036e-05
24,50,24,0,-7.0142668103379e-05
47,50,47,0,-8.671546071647995e-05
31,50,31,0,-0.00010079770628508289
41,50,41,0,-0.00011283627460892954
27,50,27,0,-0.0001386216942850793
23,50,23,0,-0.00024154793521563578
38,50,38,0,-0.0003062865209438881
8,50,8,0,-0.0003216604213813201
6,50,6,0,-0.00037571343183653296
53,50,53,0,-0.0003952580726984345
17,50,17,0,-0.0004467544271333779
50,50,50,0,-0.0007642992111475344
13,50,13,0,-0.0007772316696401549
10,50,10,0,-0.0008498386763476362
56,50,56,0,-0.0011234042238087549
25,50,25,0,-0.0011711628003664653
57,50,57,0,-0.0012251312871002563
43,50,43,0,-0.0017638048225613989
