,layer,filter,class_list,value
36,37,36,whole,0.0008359005284065097
88,37,88,whole,0.0008216826918964208
31,37,31,whole,0.0007724799592226368
133,37,133,whole,0.0007594429911125364
213,37,213,whole,0.0007569848251653778
40,37,40,whole,0.0007568374938359921
76,37,76,whole,0.0007405873384190547
75,37,75,whole,0.0007318090199680317
126,37,126,whole,0.0007154437541354125
176,37,176,whole,0.0006938536462609529
199,37,199,whole,0.0006881961111187997
128,37,128,whole,0.0006872004150011786
221,37,221,whole,0.0006841825043533087
87,37,87,whole,0.000675509657866924
183,37,183,whole,0.0006722921604004842
161,37,161,whole,0.0006316444938087998
239,37,239,whole,0.0006295670129134662
226,37,226,whole,0.000628915865419864
89,37,89,whole,0.00062372460742845
174,37,174,whole,0.0005870837760566167
119,37,119,whole,0.0005862879566270571
77,37,77,whole,0.0005780892181101161
43,37,43,whole,0.0005682317540202212
148,37,148,whole,0.0005580791779601455
244,37,244,whole,0.0005240323527919443
50,37,50,whole,0.0005216082354277445
63,37,63,whole,0.0004857468703463946
192,37,192,whole,0.0004665775086526015
19,37,19,whole,0.00043774224998239397
127,37,127,whole,0.00043620149627656503
152,37,152,whole,0.00042713276680026065
57,37,57,whole,0.00042314157879964925
2,37,2,whole,0.0004162752680781398
160,37,160,whole,0.0004150793808305348
61,37,61,whole,0.0004032189923835031
32,37,32,whole,0.0003999008922784215
188,37,188,whole,0.0003948489184316752
99,37,99,whole,0.0003761861014947394
168,37,168,whole,0.00037241245046615854
7,37,7,whole,0.00035018440727577394
201,37,201,whole,0.0003294426389740897
8,37,8,whole,0.0003291701850772446
64,37,64,whole,0.0003220758767799836
58,37,58,whole,0.0003154097738537175
162,37,162,whole,0.000306415217252256
86,37,86,whole,0.00030474993149879416
156,37,156,whole,0.0003039604164426118
195,37,195,whole,0.0003006445881340875
137,37,137,whole,0.00029953655245826255
175,37,175,whole,0.00029291788337993963
83,37,83,whole,0.0002910624706468273
165,37,165,whole,0.000279010929711475
49,37,49,whole,0.00026612426616467956
179,37,179,whole,0.0002627602361738035
66,37,66,whole,0.00025419369752813817
190,37,190,whole,0.0002508678751656832
123,37,123,whole,0.0002422606937324952
171,37,171,whole,0.00023182919513054136
10,37,10,whole,0.0002273990387327853
54,37,54,whole,0.00022546909342098425
167,37,167,whole,0.00022478486613374237
184,37,184,whole,0.0002184231544628392
91,37,91,whole,0.0002034265650392142
231,37,231,whole,0.00019020935350024353
23,37,23,whole,0.00018165408363065005
229,37,229,whole,0.00016601690036868855
212,37,212,whole,0.00016032136365878952
182,37,182,whole,0.00015717188861992735
135,37,135,whole,0.00014867212977302032
28,37,28,whole,0.00012533686561162373
243,37,243,whole,0.0001252226736451521
153,37,153,whole,0.0001207554956491122
4,37,4,whole,0.00011491802000155212
20,37,20,whole,0.00010331517593371829
69,37,69,whole,9.225480375632659e-05
181,37,181,whole,7.950165180228269e-05
42,37,42,whole,6.531216900368687e-05
11,37,11,whole,5.788451450436574e-05
101,37,101,whole,2.29127464421035e-05
215,37,215,whole,7.964456318818925e-06
250,37,250,whole,-5.532014107208021e-06
108,37,108,whole,-1.1095881607983454e-05
203,37,203,whole,-3.589823651198327e-05
253,37,253,whole,-6.838105309459486e-05
51,37,51,whole,-7.572357460253979e-05
105,37,105,whole,-0.00010995336871855903
70,37,70,whole,-0.00013285311392067606
48,37,48,whole,-0.0001329728517741842
222,37,222,whole,-0.00013466873276603747
24,37,24,whole,-0.00013695981706189812
103,37,103,whole,-0.00013866452946788722
236,37,236,whole,-0.00014964152514719862
211,37,211,whole,-0.00014990454778068853
96,37,96,whole,-0.0001746675514237398
209,37,209,whole,-0.0002204319275563676
59,37,59,whole,-0.00022106298061519
186,37,186,whole,-0.0002226670716055054
34,37,34,whole,-0.00023982722369124765
233,37,233,whole,-0.00024997207229953837
27,37,27,whole,-0.0002605853535594376
29,37,29,whole,-0.0002636119290468349
46,37,46,whole,-0.0002737061745412141
98,37,98,whole,-0.00027843897506733513
138,37,138,whole,-0.0002807041427144885
97,37,97,whole,-0.0003027821869920925
26,37,26,whole,-0.0003036750704361347
94,37,94,whole,-0.00030790326148248003
25,37,25,whole,-0.0003258755493849784
217,37,217,whole,-0.00036174377523813777
131,37,131,whole,-0.0003731740493130327
172,37,172,whole,-0.00038592332879154275
141,37,141,whole,-0.00039593826471126455
116,37,116,whole,-0.00039702004938865586
142,37,142,whole,-0.0004078070463343974
178,37,178,whole,-0.0004253961469926547
158,37,158,whole,-0.0004269345330458316
230,37,230,whole,-0.00043166429595247857
145,37,145,whole,-0.00046802389048687285
151,37,151,whole,-0.0005698116561875112
35,37,35,whole,-0.0005745288700257994
62,37,62,whole,-0.0006572224976536109
164,37,164,whole,-0.000716898757074672
122,37,122,whole,-0.0007546479114464934
225,37,225,whole,-0.0008492738544337034
81,37,81,whole,-0.0008493367463861965
118,37,118,whole,-0.0008781703511826486
21,37,21,whole,-0.000938249039835087
144,37,144,whole,-0.0009439073493193332
245,37,245,whole,-0.0009729860156117859
121,37,121,whole,-0.0010235152830910855
177,37,177,whole,-0.001077054181174057
216,37,216,whole,-0.0011061053388867817
5,37,5,whole,-0.0011406593770580003
129,37,129,whole,-0.0011465045938876335
18,37,18,whole,-0.0011494496761170992
228,37,228,whole,-0.0011800680983104017
60,37,60,whole,-0.0012226066305950345
218,37,218,whole,-0.0012309653532203435
3,37,3,whole,-0.0012630891202033152
147,37,147,whole,-0.0012925688066324167
187,37,187,whole,-0.0012970910282421016
146,37,146,whole,-0.001354799875183736
73,37,73,whole,-0.001383623580623981
132,37,132,whole,-0.0014797113184793949
115,37,115,whole,-0.0015123536533619164
202,37,202,whole,-0.0015447346337500653
92,37,92,whole,-0.0015969677476431656
140,37,140,whole,-0.001614682136061652
17,37,17,whole,-0.0016168863951952761
104,37,104,whole,-0.0016255244807035665
80,37,80,whole,-0.0017063034169464864
112,37,112,whole,-0.001796299867971236
65,37,65,whole,-0.0018665354043396864
41,37,41,whole,-0.0021682700976316605
0,37,0,whole,-0.0022125901630012947
207,37,207,whole,-0.002340772726796698
93,37,93,whole,-0.002407204266230944
242,37,242,whole,-0.002563395192267277
30,37,30,whole,-0.0025915873916505746
163,37,163,whole,-0.0029369232127977847
255,37,255,whole,-0.0032738575992241684
189,37,189,whole,-0.0033971027072533288
113,37,113,whole,-0.0035525503865860225
159,37,159,whole,-0.0035787187085294797
106,37,106,whole,-0.0036509761964479024
84,37,84,whole,-0.0037316026938629177
9,37,9,whole,-0.0038767876007014855
194,37,194,whole,-0.0039274409008283485
157,37,157,whole,-0.004073913404476525
180,37,180,whole,-0.004899569709281331
14,37,14,whole,-0.005033245426040502
1,37,1,whole,-0.005226108745437374
196,37,196,whole,-0.006046433462890842
