,layer,filter,class_list,value
240,22,240,whole,2.3586962880153395e-05
7,22,7,whole,2.1430064546516457e-05
237,22,237,whole,1.1677974135907137e-05
6,22,6,whole,-1.1223773571369792e-05
250,22,250,whole,-4.026659339876754e-05
223,22,223,whole,-4.775119727807218e-05
111,22,111,whole,-5.113855730363359e-05
140,22,140,whole,-6.811177155221304e-05
41,22,41,whole,-7.624438538255933e-05
213,22,213,whole,-9.134468807572118e-05
59,22,59,whole,-9.216347307632005e-05
187,22,187,whole,-9.450017131648484e-05
216,22,216,whole,-9.496497289371159e-05
56,22,56,whole,-0.00010379644580371136
144,22,144,whole,-0.00011997640364717516
161,22,161,whole,-0.0001256521328999614
102,22,102,whole,-0.00014932202180116175
49,22,49,whole,-0.0001539133046936807
174,22,174,whole,-0.0001704041375164975
82,22,82,whole,-0.00018602369130505487
184,22,184,whole,-0.00019466838105704868
60,22,60,whole,-0.00020029837464393172
28,22,28,whole,-0.00020844710174027504
205,22,205,whole,-0.00021425827702972362
176,22,176,whole,-0.00022180855443107553
233,22,233,whole,-0.00024204208708358197
171,22,171,whole,-0.0002795640787229445
173,22,173,whole,-0.0002814052302280106
8,22,8,whole,-0.0002833003545151877
16,22,16,whole,-0.0002895155114514522
198,22,198,whole,-0.00029214228487236334
69,22,69,whole,-0.00029637396892061746
151,22,151,whole,-0.00032116167123418627
66,22,66,whole,-0.00034189628197888735
155,22,155,whole,-0.00037629674223895696
145,22,145,whole,-0.00039069125544049165
211,22,211,whole,-0.00039235542575483725
222,22,222,whole,-0.00039661888991410264
52,22,52,whole,-0.0004293384412605056
54,22,54,whole,-0.00044621633133133204
4,22,4,whole,-0.0004479816687685778
115,22,115,whole,-0.0004661748442208166
78,22,78,whole,-0.0004785312958165581
246,22,246,whole,-0.0004978859318337469
112,22,112,whole,-0.0005136792145132697
251,22,251,whole,-0.0005174470005954402
99,22,99,whole,-0.0005193127207038928
241,22,241,whole,-0.0005235702029597344
9,22,9,whole,-0.0005576945556376234
133,22,133,whole,-0.0005592709298351519
208,22,208,whole,-0.0005831201675936486
209,22,209,whole,-0.0005844986005290034
93,22,93,whole,-0.000593215081505913
207,22,207,whole,-0.0006032940157530165
80,22,80,whole,-0.000606028269174734
154,22,154,whole,-0.0006140887049683249
131,22,131,whole,-0.0006158978658956833
236,22,236,whole,-0.0006280246446377306
121,22,121,whole,-0.0006685673773075358
164,22,164,whole,-0.0006708599024672618
34,22,34,whole,-0.0006767923730588711
139,22,139,whole,-0.0006905316301504775
180,22,180,whole,-0.0007229737642997813
114,22,114,whole,-0.000729404942975051
163,22,163,whole,-0.0007596280438389201
232,22,232,whole,-0.0007653638312521434
81,22,81,whole,-0.0007681281434223342
215,22,215,whole,-0.0007800502988661487
197,22,197,whole,-0.0007917108408169272
113,22,113,whole,-0.0007989279171318304
19,22,19,whole,-0.0008141783751310243
83,22,83,whole,-0.0008183548553034534
169,22,169,whole,-0.0008571020504247056
12,22,12,whole,-0.0008721205731807326
50,22,50,whole,-0.0008732849268395763
190,22,190,whole,-0.0008913099131714414
137,22,137,whole,-0.0009045372312606254
214,22,214,whole,-0.0009369579615376208
3,22,3,whole,-0.0009660931409951757
45,22,45,whole,-0.0009722738754370568
90,22,90,whole,-0.000973713124564841
132,22,132,whole,-0.0009890854025024248
26,22,26,whole,-0.000994435253004329
166,22,166,whole,-0.001003727162248324
18,22,18,whole,-0.0010340262608721149
247,22,247,whole,-0.0010551001872793405
157,22,157,whole,-0.0010652884509725763
168,22,168,whole,-0.0010807023069572981
183,22,183,whole,-0.0010997870528631827
39,22,39,whole,-0.0011181464599021936
55,22,55,whole,-0.001168698223710059
195,22,195,whole,-0.0011982220954719395
125,22,125,whole,-0.0012164473457648393
141,22,141,whole,-0.001230535988013527
122,22,122,whole,-0.0012553316717633027
162,22,162,whole,-0.001280787454342089
25,22,25,whole,-0.0012809532931106669
181,22,181,whole,-0.001281647169505747
84,22,84,whole,-0.0013070663079239292
85,22,85,whole,-0.001354342512844321
226,22,226,whole,-0.0014431766253916384
182,22,182,whole,-0.001465769674798662
67,22,67,whole,-0.0014722708669665612
249,22,249,whole,-0.0015058712995748875
17,22,17,whole,-0.0016000529467856898
165,22,165,whole,-0.001643347436287136
126,22,126,whole,-0.0017562864721943408
31,22,31,whole,-0.0018733374913363742
22,22,22,whole,-0.001889484898373019
124,22,124,whole,-0.0019118218509776078
70,22,70,whole,-0.0019214082167611124
123,22,123,whole,-0.0019364001961836377
147,22,147,whole,-0.0019823117635548526
242,22,242,whole,-0.001996857126704204
57,22,57,whole,-0.002036683534418323
51,22,51,whole,-0.0020598134479784323
109,22,109,whole,-0.0020679021112882494
76,22,76,whole,-0.002072699817963311
203,22,203,whole,-0.0020832704977928134
248,22,248,whole,-0.00213883496523872
92,22,92,whole,-0.002148585629902508
186,22,186,whole,-0.0022120295620544793
194,22,194,whole,-0.0023041085911088928
158,22,158,whole,-0.00230834061855433
74,22,74,whole,-0.002354456558591511
127,22,127,whole,-0.0024043735261075738
167,22,167,whole,-0.0024145232066561015
143,22,143,whole,-0.0024702714841138987
172,22,172,whole,-0.002570788909234066
97,22,97,whole,-0.0026648879996774575
86,22,86,whole,-0.0027161431775353595
96,22,96,whole,-0.0031114777874253763
138,22,138,whole,-0.0031472955393983828
64,22,64,whole,-0.003372574893350644
245,22,245,whole,-0.003389084526634794
116,22,116,whole,-0.003878317695310033
68,22,68,whole,-0.005437175409280757
185,22,185,whole,-0.011809165094973184
